date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2024-09-18,17:23:59.926,0,0,0,0,0,0,13.61,76.65,0,-0.36,-27.59,0,19,70,28,6783930,21,20,0,0,2,0
2024-09-18,17:24:00.333,0,0,0,0,0,0,11.94,76.19,0,0.6,45.71,0,17,68,29,6783931,21,20,0,0,2,0
2024-09-18,17:24:00.728,0,0,0,0,0,0,12.21,75.65,0,2.62,198.2,0,23,65,30,6783932,21,20,0,0,2,0
2024-09-18,17:24:01.129,0,0,0,0,0,0,12.74,75.77,0,2.08,157.6,0,22,66,32,6783934,21,20,0,0,2,0
2024-09-18,17:24:01.550,0,0,0,0,0,0,13.27,75.8,0,1.97,149.33,0,24,66,33,6783935,21,20,0,0,2,0
2024-09-18,17:24:01.923,0,0,0,0,0,0,12.23,75.64,0,2.61,197.42,0,28,65,35,6783937,21,20,0,0,2,0
2024-09-18,17:24:02.342,0,0,0,0,0,0,12.93,75.01,0,5.29,396.8,0,26,62,36,6783938,21,20,0,0,2,0
2024-09-18,17:24:02.731,0,0,0,0,0,0,14.73,75.02,0,5.24,393.1,0,29,62,38,6783940,21,20,0,0,2,0
2024-09-18,17:24:03.121,0,0,0,0,0,0,15.51,75.43,0,3.34,251.94,0,28,64,39,6783941,21,20,0,0,2,0
2024-09-18,17:24:03.525,0,0,0,0,0,0,15.94,75.66,0,2.37,179.31,0,27,65,41,6783943,21,20,0,0,2,0
2024-09-18,17:24:03.949,0,0,0,0,0,0,15.71,75.89,0,1.37,103.97,0,26,66,43,6783945,21,20,0,0,2,0
2024-09-18,17:24:04.329,0,0,0,0,0,0,15.81,75.51,0,2.97,224.26,0,28,65,45,6783947,21,20,0,0,2,0
2024-09-18,17:24:04.726,0,0,0,0,0,0,16.18,75.5,0,2.96,223.48,0,28,65,46,6783948,21,20,0,0,2,0
2024-09-18,17:24:05.132,0,0,0,0,0,0,16.6,75.04,0,4.85,363.94,0,30,62,48,6783950,21,20,0,0,2,0
2024-09-18,17:24:05.523,0,0,0,0,0,0,17.95,74.92,0,5.5,412.06,0,33,62,50,6783952,21,20,0,0,2,0
2024-09-18,17:24:05.926,0,0,0,0,0,0,18.83,75.54,0,2.86,216.04,0,33,65,52,6783954,21,20,0,0,2,0
2024-09-18,17:24:06.334,0,0,0,0,0,0,18.24,76.47,0,0.11,8.41,0,27,69,54,6783956,21,20,0,0,2,0
2024-09-18,17:24:06.724,0,0,0,0,0,0,16.2,76.81,0,-0.49,-37.64,0,23,71,56,6783958,21,20,0,0,2,0
2024-09-18,17:24:07.131,0,0,0,0,0,0,13.29,77.07,0,-0.89,-68.59,0,15,72,57,6783959,21,20,0,0,2,0
2024-09-18,17:24:07.533,0,0,0,0,0,0,9.74,76.81,0,-0.45,-34.56,0,10,71,58,6783960,21,20,0,0,2,0
2024-09-18,17:24:07.925,0,0,0,0,0,0,7.3,76.43,0,-0.19,-14.52,0,9,69,59,6783961,21,20,0,0,2,0
2024-09-18,17:24:08.331,0,0,0,0,0,0,6.76,75.91,0,1.57,119.18,0,12,67,60,6783962,21,20,0,0,2,0
2024-09-18,17:24:08.734,0,0,0,0,0,0,8.84,75.23,0,4.34,326.5,0,20,63,61,6783963,21,20,0,0,2,0
2024-09-18,17:24:09.122,0,0,0,0,0,0,11.35,75.37,0,3.71,279.62,0,22,64,62,6783964,21,20,0,0,2,0
2024-09-18,17:24:09.534,0,0,0,0,0,0,13.19,75.44,0,3.51,264.79,0,27,64,63,6783965,21,20,0,0,2,0
2024-09-18,17:24:09.935,0,0,0,0,0,0,13.79,75.45,0,3.37,254.27,0,26,64,65,6783967,21,20,0,0,2,0
2024-09-18,17:24:10.325,0,0,0,0,0,0,14.24,75.56,0,2.79,210.81,0,24,65,66,6783968,21,20,0,0,2,0
2024-09-18,17:24:10.728,0,0,0,0,0,0,14.82,75.83,0,1.81,137.25,0,26,66,68,6783970,21,20,0,0,2,0
2024-09-18,17:24:11.134,0,0,0,0,0,0,14.61,76.46,0,0.13,9.94,0,24,69,70,6783972,21,20,0,0,2,0
2024-09-18,17:24:11.594,0,0,0,0,0,0,12.07,76.53,0,-0.3,-22.96,0,15,70,71,6783973,21,20,0,0,2,0
2024-09-18,17:24:11.926,0,0,0,0,0,0,9.94,76.39,0,-0.13,-9.93,0,12,69,72,6783974,21,20,0,0,2,0
2024-09-18,17:24:12.333,0,0,0,0,0,0,9.02,76.2,0,0.33,25.15,0,14,68,73,6783975,21,20,0,0,2,0
2024-09-18,17:24:12.722,0,0,0,0,0,0,8.67,76.07,0,0.9,68.46,0,15,67,74,6783976,21,20,0,0,2,0
2024-09-18,17:24:13.127,0,0,0,0,0,0,8.48,76.21,0,0.18,13.72,0,14,68,75,6783977,21,20,0,0,2,0
2024-09-18,17:24:13.588,0,0,0,0,0,0,7.48,76.18,0,0.5,38.09,0,10,68,75,6783977,21,20,0,0,2,0
2024-09-18,17:24:13.927,0,0,0,0,0,0,7.71,75.72,0,2.41,182.49,0,15,66,76,6783978,21,20,0,0,2,0
2024-09-18,17:24:14.327,0,0,0,0,0,0,8.46,76.4,0,0.08,6.11,0,11,69,77,6783979,21,20,0,0,2,0
