date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2024-12-20,14:44:31.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-20,14:44:31.570,0,0,0,0,0,0,0,69.11,0,0,0,0,0,33,7418758,7418758,8,0,0,0,2,0
2024-12-20,14:44:31.934,0,0,0,0,0,0,0,69.11,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:32.338,0,0,0,0,0,0,0,69.11,0,0.04,2.76,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:32.741,0,0,0,0,0,0,0,69.11,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:33.150,0,0,0,0,0,0,0,69.12,0,0.07,4.84,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:33.552,0,0,0,0,0,0,0,69.12,0,0.06,4.15,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:33.954,0,0,0,0,0,0,0,69.12,0,0.1,6.91,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:34.360,0,0,0,0,0,0,0,69.12,0,0.05,3.46,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:34.764,0,0,0,0,0,0,0,69.12,0,0.04,2.76,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:35.168,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:35.529,0,0,0,0,0,0,0,69.12,0,0,0,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:35.938,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:36.341,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:36.743,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:37.155,0,0,0,0,0,0,0,69.12,0,0.09,6.22,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:37.559,0,0,0,0,0,0,0,69.12,0,0.05,3.46,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:37.933,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:38.335,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:38.739,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:39.140,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:39.536,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:39.945,0,0,0,0,0,0,0,69.12,0,0,0,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:40.328,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:40.763,0,0,0,0,0,0,0,69.12,0,0.07,4.84,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:41.154,0,0,0,0,0,0,0,69.12,0,0.05,3.46,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:41.536,0,0,0,0,0,0,0,69.12,0,0.06,4.15,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:41.933,0,0,0,0,0,0,0,69.12,0,0.02,1.38,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:42.337,0,0,0,0,0,0,0,69.12,0,0,0,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:42.730,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:43.133,0,0,0,0,0,0,0,69.12,0,0.05,3.46,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:43.538,0,0,0,0,0,0,0,69.12,0,0.06,4.15,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:43.928,0,0,0,0,0,0,0,69.12,0,0.04,2.76,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:44.334,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:44.738,0,0,0,0,0,0,0,69.12,0,0.02,1.38,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:45.128,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:45.553,0,0,0,0,0,0,0,69.12,0,0.02,1.38,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:45.941,0,0,0,0,0,0,0,69.12,0,0.04,2.76,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:46.330,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:46.749,0,0,0,0,0,0,0,69.12,0,0.06,4.15,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:47.169,0,0,0,0,0,0,0,69.12,0,0.04,2.76,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:47.528,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:47.935,0,0,0,0,0,0,0,69.12,0,0.05,3.46,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:48.340,0,0,0,0,0,0,0,69.12,0,0.02,1.38,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:48.733,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:49.136,0,0,0,0,0,0,0,69.12,0,0,0,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:49.538,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:49.935,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:50.333,0,0,0,0,0,0,0,69.12,0,0.04,2.76,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:50.744,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:51.129,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:51.553,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:51.939,0,0,0,0,0,0,0,69.12,0,0.05,3.46,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:52.328,0,0,0,0,0,0,0,69.12,0,0.03,2.07,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:52.734,0,0,0,0,0,0,0,69.12,0,0.08,5.53,0,0,33,0,7418758,8,8,0,0,2,0
2024-12-20,14:44:53.142,0,0,0,0,0,0,0,69.12,0,0.01,0.69,0,0,33,0,7418758,8,8,0,0,2,0
