date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2024-10-17,10:06:36.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
2024-10-17,10:06:36.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
2024-10-17,10:06:36.544,0,0,0,0,0,0,8.03,69.33,0,0.55,38.13,0,0,34,7213515,7213515,20,20,0,0,2,0
2024-10-17,10:06:36.901,0,0,0,0,0,0,7.87,69.19,0,0.94,65.04,0,15,33,1,7213516,20,20,0,0,2,0
2024-10-17,10:06:37.316,0,0,0,0,0,0,8.23,69.23,0,0.92,63.69,0,16,33,2,7213517,20,20,0,0,2,0
2024-10-17,10:06:37.711,0,0,0,0,0,0,8.24,69.28,0,0.67,46.42,0,16,33,3,7213518,20,20,0,0,2,0
2024-10-17,10:06:38.117,0,0,0,0,0,0,8.26,69.3,0,0.62,42.97,0,16,34,4,7213519,20,20,0,0,2,0
2024-10-17,10:06:38.523,0,0,0,0,0,0,8.18,69.35,0,0.35,24.27,0,15,34,5,7213520,20,20,0,0,2,0
2024-10-17,10:06:38.929,0,0,0,0,0,0,8,69.3,0,0.67,46.43,0,15,34,6,7213521,20,20,0,0,2,0
2024-10-17,10:06:39.332,0,0,0,0,0,0,8.01,69.18,0,1.13,78.17,0,16,33,6,7213521,20,20,0,0,2,0
2024-10-17,10:06:39.738,0,0,0,0,0,0,8.14,69.35,0,0.47,32.59,0,16,34,7,7213522,20,20,0,0,2,0
2024-10-17,10:06:40.152,0,0,0,0,0,0,7.65,69.46,0,0.02,1.39,0,12,34,8,7213523,20,20,0,0,2,0
2024-10-17,10:06:40.507,0,0,0,0,0,0,6.86,69.39,0,0.27,18.74,0,12,34,9,7213524,20,20,0,0,2,0
2024-10-17,10:06:40.916,0,0,0,0,0,0,6.77,69.16,0,1.26,87.14,0,14,33,10,7213525,20,20,0,0,2,0
2024-10-17,10:06:41.312,0,0,0,0,0,0,7.35,69.22,0,1.09,75.45,0,15,33,10,7213525,20,20,0,0,2,0
2024-10-17,10:06:41.718,0,0,0,0,0,0,7.49,69.25,0,0.91,63.02,0,15,33,11,7213526,20,20,0,0,2,0
2024-10-17,10:06:42.125,0,0,0,0,0,0,7.49,69.46,0,0.08,5.56,0,12,34,12,7213527,20,20,0,0,2,0
2024-10-17,10:06:42.530,0,0,0,0,0,0,6.68,69.46,0,0.16,11.11,0,10,34,13,7213528,20,20,0,0,2,0
2024-10-17,10:06:42.901,0,0,0,0,0,0,6.99,69.1,0,1.58,109.18,0,15,33,13,7213528,20,20,0,0,2,0
2024-10-17,10:06:43.321,0,0,0,0,0,0,7.96,69.28,0,0.7,48.5,0,16,33,14,7213529,20,20,0,0,2,0
2024-10-17,10:06:43.711,0,0,0,0,0,0,7.99,69.45,0,0.11,7.64,0,14,34,15,7213530,20,20,0,0,2,0
2024-10-17,10:06:44.103,0,0,0,0,0,0,7.48,69.47,0,0.05,3.47,0,12,34,16,7213531,20,20,0,0,2,0
2024-10-17,10:06:44.506,0,0,0,0,0,0,6.89,69.47,0,0.04,2.78,0,11,34,17,7213532,20,20,0,0,2,0
2024-10-17,10:06:44.914,0,0,0,0,0,0,6.98,69.34,0,0.51,35.36,0,13,34,18,7213533,20,20,0,0,2,0
2024-10-17,10:06:45.302,0,0,0,0,0,0,7.04,69.52,0,0.06,4.17,0,12,35,18,7213533,20,20,0,0,2,0
2024-10-17,10:06:45.707,0,0,0,0,0,0,5.83,69.51,0,-0.02,-1.39,0,9,35,19,7213534,20,20,0,0,2,0
2024-10-17,10:06:46.114,0,0,0,0,0,0,5.7,69.7,0,-0.09,-6.27,0,9,36,20,7213535,20,20,0,0,2,0
2024-10-17,10:06:46.502,0,0,0,0,0,0,8.15,69.86,0,-0.18,-12.57,0,11,36,20,7213535,20,20,0,0,2,0
2024-10-17,10:06:46.910,0,0,0,0,0,0,11.38,70.46,0,-1.34,-94.42,0,15,39,22,7213537,20,20,0,0,2,0
2024-10-17,10:06:47.313,0,0,0,0,0,0,9.91,69.98,0,-0.37,-25.89,0,13,37,23,7213538,20,20,0,0,2,0
2024-10-17,10:06:47.702,0,0,0,0,0,0,8.7,69.57,0,0.04,2.78,0,14,35,24,7213539,20,20,0,0,2,0
2024-10-17,10:06:48.108,0,0,0,0,0,0,8.75,69.5,0,0.16,11.12,0,16,35,25,7213540,20,20,0,0,2,0
2024-10-17,10:06:48.528,0,0,0,0,0,0,8.13,69.7,0,-0.14,-9.76,0,11,36,26,7213541,20,20,0,0,2,0
2024-10-17,10:06:48.903,0,0,0,0,0,0,6.95,69.7,0,-0.17,-11.85,0,9,36,26,7213541,20,20,0,0,2,0
2024-10-17,10:06:49.306,0,0,0,0,0,0,5.62,69.7,0,-0.19,-13.24,0,6,36,27,7213542,20,20,0,0,2,0
2024-10-17,10:06:49.711,0,0,0,0,0,0,7.1,70.01,0,-0.17,-11.9,0,8,37,28,7213543,20,20,0,0,2,0
2024-10-17,10:06:50.102,0,0,0,0,0,0,8.69,70.29,0,-0.4,-28.12,0,10,38,29,7213544,20,20,0,0,2,0
2024-10-17,10:06:50.509,0,0,0,0,0,0,9.15,70.4,0,-0.77,-54.21,0,9,39,30,7213545,20,20,0,0,2,0
2024-10-17,10:06:50.913,0,0,0,0,0,0,7.65,70.07,0,-0.33,-23.12,0,8,37,30,7213545,20,20,0,0,2,0
2024-10-17,10:06:51.302,0,0,0,0,0,0,5.28,69.71,0,-0.11,-7.67,0,5,36,31,7213546,20,20,0,0,2,0
2024-10-17,10:06:51.709,0,0,0,0,0,0,4.53,69.68,0,-0.05,-3.48,0,5,35,31,7213546,20,20,0,0,2,0
2024-10-17,10:06:52.114,0,0,0,0,0,0,1.77,69.57,0,0.01,0.7,0,0,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:52.503,0,0,0,0,0,0,0.25,69.57,0,0.05,3.48,0,0,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:52.909,0,0,0,0,0,0,0.02,69.55,0,0.11,7.65,0,2,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:53.314,0,0,0,0,0,0,0,69.55,0,0.09,6.26,0,1,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:53.704,0,0,0,0,0,0,0,69.54,0,0.06,4.17,0,0,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:54.109,0,0,0,0,0,0,0,69.54,0,0.05,3.48,0,1,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:54.514,0,0,0,0,0,0,0,69.53,0,0.06,4.17,0,1,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:54.902,0,0,0,0,0,0,0,69.53,0,0.04,2.78,0,0,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:55.307,0,0,0,0,0,0,0.07,69.53,0,0.16,11.12,0,1,35,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:55.712,0,0,0,0,0,0,1.63,69.45,0,0.36,25,0,5,34,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:56.104,0,0,0,0,0,0,3.63,69.45,0,0.33,22.92,0,8,34,32,7213547,20,20,0,0,2,0
2024-10-17,10:06:56.509,0,0,0,0,0,0,4.59,69.48,0,0.21,14.59,0,9,34,33,7213548,20,20,0,0,2,0
2024-10-17,10:06:56.914,0,0,0,0,0,0,4.98,69.48,0,0.18,12.51,0,9,34,33,7213548,20,20,0,0,2,0
2024-10-17,10:06:57.303,0,0,0,0,0,0,4.92,69.52,0,0.04,2.78,0,9,35,34,7213549,20,20,0,0,2,0
2024-10-17,10:06:57.713,0,0,0,0,0,0,4.42,69.54,0,0.02,1.39,0,7,35,34,7213549,20,20,0,0,2,0
2024-10-17,10:06:58.120,0,0,0,0,0,0,3.95,69.54,0,0.08,5.56,0,7,35,35,7213550,20,20,0,0,2,0
2024-10-17,10:06:58.509,0,0,0,0,0,0,3.9,69.52,0,0.17,11.82,0,7,35,35,7213550,20,20,0,0,2,0
2024-10-17,10:06:58.910,0,0,0,0,0,0,3.96,69.5,0,0.23,15.99,0,7,35,36,7213551,20,20,0,0,2,0
2024-10-17,10:06:59.316,0,0,0,0,0,0,4.49,69.5,0,0.17,11.82,0,8,35,36,7213551,20,20,0,0,2,0
