date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2024-08-21,11:39:12.641,0,0,0,0,0,0,18.51,82.62,0,2.67,220.6,0,29,100,534,6035210,32,21,0,0,2,0
2024-08-21,11:39:13.042,0,0,0,0,0,0,18.91,81.7,0,6.07,495.92,0,31,96,536,6035212,32,21,0,0,2,0
2024-08-21,11:39:13.462,0,0,0,0,0,0,21.25,80.08,0,11.81,945.74,0,39,87,538,6035214,32,21,0,0,2,0
2024-08-21,11:39:13.840,0,0,0,0,0,0,24.1,80.26,0,10.9,874.83,0,42,88,541,6035217,32,21,0,0,2,0
2024-08-21,11:39:14.242,0,0,0,0,0,0,26.15,80.59,0,9.43,759.96,0,44,90,544,6035220,32,21,0,0,2,0
2024-08-21,11:39:14.647,0,0,0,0,0,0,27.58,80.91,0,8.2,663.46,0,47,92,547,6035223,32,21,0,0,2,0
2024-08-21,11:39:15.037,0,0,0,0,0,0,28.89,80.62,0,9.21,742.51,0,48,90,550,6035226,32,21,0,0,2,0
2024-08-21,11:39:15.442,0,0,0,0,0,0,30.43,80.43,0,9.88,794.65,0,50,89,553,6035229,32,21,0,0,2,0
2024-08-21,11:39:15.862,0,0,0,0,0,0,31.79,81.46,0,6.03,491.2,0,51,94,557,6035233,32,21,0,0,2,0
2024-08-21,11:39:16.252,0,0,0,0,0,0,31.83,83.08,0,0.86,71.45,0,48,100,560,6035236,32,21,0,0,2,0
2024-08-21,11:39:16.643,0,0,0,0,0,0,30.43,83.43,0,-0.03,-2.5,0,42,100,563,6035239,32,21,0,0,2,0
2024-08-21,11:39:17.062,0,0,0,0,0,0,29.29,83.76,0,-0.2,-16.75,0,40,100,566,6035242,32,21,0,0,2,0
2024-08-21,11:39:17.436,0,0,0,0,0,0,27.91,83.2,0,0.62,51.58,0,39,100,569,6035245,32,21,0,0,2,0
2024-08-21,11:39:17.845,0,0,0,0,0,0,27.8,82.66,0,2.29,189.29,0,42,100,572,6035248,32,21,0,0,2,0
2024-08-21,11:39:18.248,0,0,0,0,0,0,27.64,84.02,0,-0.88,-73.94,0,37,100,575,6035251,32,21,0,0,2,0
2024-08-21,11:39:18.639,0,0,0,0,0,0,25.83,83.74,0,-0.31,-25.96,0,38,100,578,6035254,32,21,0,0,2,0
2024-08-21,11:39:19.042,0,0,0,0,0,0,24.06,83.42,0,0.63,52.55,0,32,100,581,6035257,32,21,0,0,2,0
2024-08-21,11:39:19.451,0,0,0,0,0,0,25.51,82.92,0,2.03,168.33,0,31,100,584,6035260,32,21,0,0,2,0
2024-08-21,11:39:19.837,0,0,0,0,0,0,22.16,83.31,0,0.68,56.65,0,29,100,586,6035262,32,21,0,0,2,0
2024-08-21,11:39:20.242,0,0,0,0,0,0,22.17,79.66,0,13.5,1075.41,0,40,85,588,6035264,32,21,0,0,2,0
2024-08-21,11:39:20.648,0,0,0,0,0,0,25.41,80.06,0,11.41,913.48,0,44,87,591,6035267,32,21,0,0,2,0
2024-08-21,11:39:21.037,0,0,0,0,0,0,27.46,78.22,0,18.26,1428.3,0,50,78,594,6035270,32,21,0,0,2,0
2024-08-21,11:39:21.442,0,0,0,0,0,0,30.92,79.96,0,11.22,897.15,0,53,87,597,6035273,32,21,0,0,2,0
2024-08-21,11:39:21.849,0,0,0,0,0,0,31.6,79.77,0,12.03,959.63,0,52,86,601,6035277,32,21,0,0,2,0
2024-08-21,11:39:22.239,0,0,0,0,0,0,34.12,77.88,0,19.19,1494.52,0,64,76,605,6035281,32,21,0,0,2,0
2024-08-21,11:39:22.656,0,0,0,0,0,0,36.34,81.26,0,6.17,501.37,0,57,93,609,6035285,32,21,0,0,2,0
2024-08-21,11:39:23.054,0,0,0,0,0,0,35.65,84.08,0,-1.88,-158.07,0,49,100,612,6035288,32,21,0,0,2,0
